URL,Caption
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_61.jpeg?raw=true,"The cartoon depicts a person sitting on what appears to be an oversized hand in the place of a chair, looking out of an open door with a surprised expression as the fingers of the hand extend onto the floor like a carpet."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_65.jpeg?raw=true,"The picture shows a monochrome cartoon of a meeting with both humans and robots seated around a conference table, suggesting a humorous blend of technology and traditional business."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_78.jpeg?raw=true,"The image is a cartoon showing two adults sleeping in a crib-like bed with bars, humorously implying that parenthood has put them in the place of a child."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_92.jpeg?raw=true,"Two people stand on a sidewalk conversing, unaware of the large, anthropomorphic dolphin figure standing oddly close behind them."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_106.jpeg?raw=true,"The black and white cartoon depicts a bespectacled man handing papers to a disgruntled-looking creature seated at a cluttered desk, situated in an office setting with two windows."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_108.jpeg?raw=true,"The image portrays a humorous scene where a caveman is wheeling a wheelbarrow with square wheels, while another caveman observes from a nearby cave, possibly suggesting a prehistoric take on the concept of inefficiency or innovation."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_111.jpeg?raw=true,"A person returns home with half of their body dressed in business attire and the other half in casual wear, while another person sits on a couch reading."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_117.jpeg?raw=true,"The image is a monochrome cartoon depicting two individuals sitting apart in a sunken area with stars on the floor, resembling a spotlight, and multiple doors around the space, suggesting a humorous take on a therapy or discussion setting."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_124.jpeg?raw=true,"This image depicts a humorous cartoon of a group of lions progressively succumbing to the intense heat of a desert environment, with each frame showing them more and more exhausted and melted into the ground."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_125.jpeg?raw=true,"The black-and-white cartoon shows a group of six people dressed in business attire, sharing a large bed with a briefcase on the floor at the foot of the bed, which creates a humorous juxtaposition of a professional setting and a private, typically non-professional space."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_127.jpeg?raw=true,"A person is sitting on a bucket ice fishing next to a small hut, while another stands nearby, with a bird perched on a piece of wood and a mountainous background."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_138.jpeg?raw=true,"A person is sitting at a comically oversized desk across from another individual in an office setting, conveying a humorous take on power dynamics in the workplace."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_142.jpeg?raw=true,"The image is a cartoon of two people sitting comfortably in a living room, with framed pictures on the walls and a bizarrely parked car in the center of the room."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_143.jpeg?raw=true,"The image shows two men in suits by an office; one is pointing the way, while the other, carrying a briefcase, gestures to an awkward stash of toilet paper under his arm."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_145.jpeg?raw=true,"A giant creature resembling King Kong is peering into an apartment window where a man, oblivious to the creature's presence, is drinking from a cup."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_146.jpeg?raw=true,"The image is a black-and-white cartoon showing a person with a blank circular face sitting across the desk from a psychiatrist, who is taking notes."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_156.jpeg?raw=true,Two people are conversing at a bar over drinks in a casually sketched black-and-white cartoon.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_164.jpeg?raw=true,"A person is entering a room filled with goats, with some goats sitting on furniture and others standing on a bookshelf, while a man seated in an armchair appears unfazed."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_167.jpeg?raw=true,"The picture is a humorous illustration depicting a group of animals attentively listening to a human speaker at a podium in a forest, resembling a political rally or public speech."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_170.jpeg?raw=true,"A black and white cartoon depicts two men in an office setting, one of whom is nonchalantly holding a turkey inside his shirt with a surprised expression, while the other looks on with a coffee cup in hand."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_172.jpeg?raw=true,"The image is a black-and-white illustration showing several ambiguous figures with prominent noses and a distinctly happy central character, all drawn in a loose, sketchy style."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_185.jpeg?raw=true,"A cartoon depicts a naked man casually walking away while a bear holds what appears to be his clothing on a stick in the background, suggesting the bear stole his clothes."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_203.jpeg?raw=true,"The image depicts a whimsical scene where a group of people are assembling or dismantling a large, striped fabric or structure that resembles a deflated hot air balloon, with a castle in the background, under a cloudy sky."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_211.jpeg?raw=true,"An astronaut on the moon looks perplexed as they discover a person buried up to their waist, seemingly engaged in an act of vandalism amid a minimalist lunar landscape."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_213.jpeg?raw=true,"Two potatoes are lying in bed with one reading a book, appearing to depict a couple in an anthropomorphic humorous illustration."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_221.jpeg?raw=true,"The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_225.jpeg?raw=true,"The image shows an illustration of a small airplane with its engine running, two pilots in the cockpit, and a woman in a dress standing on the tarmac holding a broom."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_240.jpeg?raw=true,"The image is a black and white sketch depicting a whimsical scene where human-figured birds with wings are engaging in human activities such as reading, watering plants, and playing musical instruments, while a human groundskeeper seems to be unaware, all set in a garden-like environment."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_243.jpeg?raw=true,"A man in pajamas looks bewildered as water pours down on him and the bedroom floor, likely from a burst pipe above, while a woman in bed appears to be waking up to the chaos."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_244.jpeg?raw=true,"The image is a humorous cartoon where a man in a business suit is lying on a psychiatrist's couch, but his body is comically extended and ends in a crocodile's tail, surprising the psychiatrist who is taking notes."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_246.jpeg?raw=true,The image shows five individuals engaged in a business meeting around a rectangular table.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_253.jpeg?raw=true,"The image is a humorous cartoon by Gahan Wilson showing one cowboy standing on the ground holding a horse, while another cowboy sits on a horse whose body and legs are comically elongated."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_258.jpeg?raw=true,"The image shows a humorous drawing of a bride perched uncomfortably on top of a photocopier while a man officiates the wedding, suggesting a play on the idea of making copies or perhaps a commentary on the nature of modern marriages."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_272.jpeg?raw=true,"The image shows a humorous drawing of a group of people in a convertible car driving with a side door open and one passenger seemingly unaware and about to exit the vehicle, highlighting a comedic situation."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_276.jpeg?raw=true,"The image depicts a cartoon of a man and a woman seated at a dinner table with candles, where the man is humorously wrapped up like a mummy."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_308.jpeg?raw=true,"The image shows a cartoon of two prehistoric people inside a cave, near some stone wheels, eating what appears to be a large drumstick."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_319.jpeg?raw=true,"The image is a simple, whimsical drawing of a two-headed snake lounging in the grass with flowers in the background."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_321.jpeg?raw=true,"The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_324.jpeg?raw=true,"The image is a cartoon showing three businessmen walking, with the middle one having the head of a ram, suggesting a play on the term 'ram' in a business or office context."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_326.jpeg?raw=true,"The image shows a man seated on a chair and taking notes while facing a large, patterned couch with an anthropomorphic heart shape reclining on it, suggesting a humorous take on a therapy session."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_335.jpeg?raw=true,"Jockeys are humorously depicted as racing each other on hobby horses at a racetrack, a playful twist on a traditional horse race."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_337.jpeg?raw=true,"The illustration shows two individuals sitting on a desert island under a palm tree next to a tiny hut and a bus stop bench, humorously implying the incongruity of a bus stop in such a remote location."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_343.jpeg?raw=true,"The black-and-white illustration depicts a humorous scene where a chariot drawn by a team of cats is parked on a street, seemingly getting a ticket from a traffic officer as bewildered onlookers watch."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_347.jpeg?raw=true,"The image shows two people in a bedroom with a third, smaller figure, which appears to be a puppet, sitting between them on the bed, suggesting a humorous or surreal scenario."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_348.jpeg?raw=true,"The image depicts a surreal landscape with large stone statues of heads resembling Easter Island moai, while two small human figures stand in the foreground conversing."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_351.jpeg?raw=true,"The image is a humorous cartoon depicting a person in a detective-style outfit standing at a subway entrance on 42nd Street, appearing perplexed by a flock of sheep exiting the train car, while other subway passengers look on with varying reactions."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_364.jpeg?raw=true,"The image is a black-and-white cartoon depicting a man wearing a hat, seated at a bar and smiling at an ambiguous figure with a pipe that is part of the bar's design, creating an optical illusion."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_372.jpeg?raw=true,The image is a black-and-white cartoon showing a person working intently at a computer in an office environment while two identical-looking supervisors stand behind observing.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_378.jpeg?raw=true,"The image is a cartoon showing two pirates, one with a pair of rabbits on his shoulder instead of the traditional parrot, standing on a dock with a ship in the background."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_384.jpeg?raw=true,"The black and white cartoon features a group of four men in a meeting, with the room's windows humorously resembling an annoyed face due to the positioning of the curtains and lower window sashes."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_388.jpeg?raw=true,"The image is a humorous cartoon showing a group of surgeons in an operating room looking perplexed as a baseball player enters, suggesting a mix-up or confusion between a baseball game and a surgical operation."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_393.jpeg?raw=true,"Two cartoon characters are standing on clouds, with the one in front brandishing a lightning bolt and the other sneakily cutting the cloud beneath them with scissors."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_412.jpeg?raw=true,"The image shows a stylized drawing of a tall woman in a black outfit leaning against a palm tree on a small island, while a shorter clownish figure looks up at her."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_413.jpeg?raw=true,"The image shows four people engaging in what appears to be a friendly exchange on a sidewalk, with one man in a bowler hat gesturing enthusiastically."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_415.jpeg?raw=true,"A person dressed as a superhero stands at a subway station labeled ""14th Street,"" looking perplexed at a man reading a map."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_421.jpeg?raw=true,"The image is a whimsical illustration showing a group of rhinoceroses seated at tables in a cafe as if they were customers, while two humans stand in the background holding drinks."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_422.jpeg?raw=true,"The image depicts a turtle standing next to a tree piled with numerous directional signs, seemingly overwhelmed by the choices in a forest setting."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_446.jpeg?raw=true,"A cartoon illustrates a humorous scene where one diner has sunk into a very large pie, while the others appear unaware and focused on their menus."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_508.jpeg?raw=true,"The image shows a cartoon of two men in a room, one seemingly dressed as a security guard with his arms crossed, looking skeptically at a shark lying on a table, while the other man, holding a clipboard, is presenting the shark with a badge or card, creating a humorous and absurd situation."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_509.jpeg?raw=true,"The image is a grayscale sketch of a bear standing by a river, watching two fish jumping out of the water."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_512.jpeg?raw=true,"A boy is holding a large, rolled-up carpet tree trunk, facing a girl holding a standard-sized yoga mat, in a room labeled ""Beginner's Yoga."""
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_519.jpeg?raw=true,"The image is a monochrome cartoon depicting two birds watching a human trying to take a picture of a bird perched on his hand, seemingly oblivious to the fact that they are right beside him."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_522.jpeg?raw=true,"The image depicts two men in an old-fashioned laboratory filled with scientific equipment, where one appears to be working on an experiment while the other observes."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_529.jpeg?raw=true,"The image features a simple line drawing of two characters, where one person is standing on the ground looking surprised at another person who is joyfully floating or jumping in the air."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_530.jpeg?raw=true,A man in a crown sits on a throne under an oversized sword hanging by a thread while another man seems to offer him a document.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_534.jpeg?raw=true,The cartoon depicts a puzzled man observing two others carrying a giant fish through an office environment.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_535.jpeg?raw=true,"The image depicts two people in a car, one driving and the other seeming to be in discomfort with their hand on their forehead, while a large fish is jumping over the vehicle."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_539.jpeg?raw=true,"The image is a black and white cartoon showing three observers on the edge of a steep cliff, witnessing another figure who has apparently jumped off, parachuting down."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_540.jpeg?raw=true,A woman in a lab coat is adjusting the dial on a large safe positioned on an examination bed in a clinical setting.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_546.jpeg?raw=true,"The picture shows a humorous scene where two people look startled to see a group of dolphins with their heads poking through sails, resembling prehistoric plesiosaurs, near a palm tree in the sea."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_554.jpeg?raw=true,"The image shows a cartoon of a man standing at a bar counter with a perplexed look on his face as he looks towards a bartender who happens to be a clown, with the mirrored reflection spelling ""2'MAƧ"" in the background, implying that they are inside a place named ""SAM'S."""
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_556.jpeg?raw=true,"The image features two individuals in a kitchen, one of whom is a humanoid robot performing cooking tasks with a real human face displayed on its screen, while the other, a human, stands holding a glass of wine."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_563.jpeg?raw=true,"A person is running inside a large stationary wheel, reminiscent of a hamster wheel, located in a room with an open door."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_570.jpeg?raw=true,"A man is sitting on a park bench, nonchalantly reading a newspaper, while an abundance of birds perches on the other end of the bench."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_571.jpeg?raw=true,"A cartoon depicts an anchor embedded in a coffee shop counter with surprised patrons, providing a humorous juxtaposition between nautical and everyday life."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_582.jpeg?raw=true,"The image depicts a humorous illustration of two cyclists on an absurdly elongated tandem bicycle, with the first cyclist pedaling and the second, far behind, appearing relaxed."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_585.jpeg?raw=true,A child is offering a teapot to a genie emerging from a toaster on a kitchen counter.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_588.jpeg?raw=true,"The picture shows a humorous illustration of two people on separate high-rise buildings, using a church steeple as a bridge to create a shared clothesline."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_623.jpeg?raw=true,"The image depicts a humorous cartoon scene at Roosevelt Kite Park where people are flying kites, including one kite that is comically shaped like an elephant."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_626.jpeg?raw=true,The image illustrates a rider being thrown off a horse while attempting to jump over a fence.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_635.jpeg?raw=true,"A person and a knight in armor are sitting at a table with glasses of wine in a casual setting, suggesting an unconventional and humorous meeting."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_639.jpeg?raw=true,"A person stands at the base of a tall tower, holding the end of a long braid that hangs from a window where someone is gesturing for them to climb up."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_647.jpeg?raw=true,Two people on skis are jumping off a submerged house representing a ski jump in a flooded area.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_653.jpeg?raw=true,"A woman is gesturing towards a coat rack while speaking to two other people who are standing next to her holding drinks, creating a humorous scene where it appears as though she is introducing the coat rack as a person at a social gathering."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_654.jpeg?raw=true,"A cartoon depicts a surprised man at a restaurant table as an enormous noodle is being slurped up from his bowl of pasta, creating a tornado-like effect, while a waiter looks on."
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_656.jpeg?raw=true,The image depicts a cartoon of a cowboy playing a banjo on a sofa and a psychotherapist taking notes while seated in a chair in a cozy room with a bookshelf and a framed picture on the wall.
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_658.jpeg?raw=true,"This is a black and white illustration of four people using computers in a disorganized office space, with one person seemingly frustrated or in a discussion with another."
